hs_code,description,uom,custom_duty_code
8540.9100,Of cathode-ray tubes,,0
8540.9900,Other,,0
8541.1000,"diodes, other than photosensitive of light-emitting diodes(LED)",,0
8541.2100,With a dissipation rate of less than 1 W,,0
8541.2900,Other,,0
8541.3000,"Thyristors, diacs and triacs, other than photosensitive devices",,0
8541.4100,Light-emitting diodes (LED),,0
8541.4200,Photovoltaic cells not assembled in modules or made up into panels,,0
8541.4300,Photovoltaic cells assembled in modules or made up into panels,,0
8541.4900,Other,,0
8541.5100,Semiconductor-based transducers,,0
8541.5900,Other,,0
8541.6000,Mounted piezo- electric crystals,,0
8541.9000,Parts,,0
8542.3100,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",,0
8542.3200,Memories,,0
8542.3300,Amplifiers,,0
8542.3900,Other,,0
8542.9000,Parts,,0
8543.1000,Particle accelerators,,0
8543.2000,Signal generators,,0
8543.3000,"Machines and apparatus for electroplating, electrolysis or electrophoresis",,0
8543.4000,Electronic cigarettes and similar personal electric vaporising devices,,20
8543.7010,Remote control,,5
8543.7020,Insect killer,,20
8543.7090,Other,,0
8543.9010,Of machines of heading 8543.1000 & 8543.2000,,0
8543.9090,Other,,0
8544.1110,Enamelled wire with nylon cover,,10
8544.1190,Other,,20
8544.1900,Other,,20
8544.2000,Co- axial cable and other co- axial electric conductors,,20
8544.3011,Wiring sets and cable sets for vehicles of heading,,35
8544.3012,Wiring sets and cable sets for vehicles of heading,,35
8544.3019,Other,,35
8544.3090,Other,,20
8544.4210,Computer leads,,0
8544.4221,Wiring sets and cable sets for vehicles of heading,,35
8544.4222,Wiring sets and cable sets for vehicles of heading,,35
8544.4229,Other,,35
8544.4290,Other,,20
8544.4910,Telephone cables,,20
8544.4920,"Multi core, flexible, flat type copper, insulated (all features together)",,10
8544.4990,Other,,20
8544.6010,"For a voltage exceeding 1,000 V but not exceeding 72,000 V",,20
8544.6020,Photovoltaic power cable having single conductor of kind used for solar,,20
8544.6090,Other,,20
8544.7000,Optical fibre cables,,20
8545.1100,Of a kind used for furnaces,,0
8545.1900,Other,,15
8545.2000,Brushes,,15
8545.9010,For motor vehicles including tractors,,35
8545.9020,For dry battery cells,,0
8545.9090,Other,,5
8546.1000,Of glass,,20
8546.2000,Of ceramics,,20
8546.9000,Other,,20
8547.1000,Insulating fittings of cermics,,20
8547.2000,Insulating fittings of plastics,,20
8547.9000,Other,,15
8548.0000,"Electrical parts of machinery or apparatus, not specified or included elsewhere in this Chapter.",,20
8549.1100,Waste and scrap of lead-acid accumulators; spent lead acid accumulators,,0
8549.1200,"Other, containing lead, cadmium or mercury",,0
8549.1300,"Sorted by chemical type and not containing lead, cadmium or mercury",,0
8549.1400,"Unsorted and not containing lead, cadmium or mercury",,0
8549.1900,Other,,0
8549.2100,"Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or Other activated glass, or electrical or Electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs)",,0
8549.2900,Other,,0
8549.3100,"Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or Other activated glass, or electrical or Electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs)",,0
8549.3900,Other -Other :,,0
8549.9100,"Containing primary cells, primary batteries, electric accumulators, mercury-switches, glass from cathode-ray tubes or Other activated glass, or electrical or Electronic components containing cadmium, mercury, lead or polychlorinated biphenyls (PCBs)",,0
8549.9900,Other,,0
8601.1000,Powered from an external source of electricity,,0
8601.2000,Powered by electric accumulators,,0
8602.1000,Diesel- electric locomotives,,0
8602.9000,Other,,0
8603.1000,Powered from an external source of electricity,,0
8603.9000,Other,,0
8604.0000,"Railway or tramway maintenance or service vehicles, whether or not self- propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",,0
8605.0000,"Railway or tramway passenger coaches, not self propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self- propelled (excluding those of heading 86.04).",,0
8606.1000,Tank wagons and the like,,0
8606.3000,"Self- discharging vans and wagons, other than those of subheading 8606.10",,0
8606.9100,Covered and closed,,0
8606.9200,"Open, with non-removable sides of a height exceeding 60 cm",,5
8606.9900,Other,,5
8607.1100,Driving bogies and bissel-bogies,,0
8607.1200,Other bogies and bissel bogies,,0
8607.1900,"Other, including parts",,0
8607.2100,Air brakes and parts thereof,,0
8607.2900,Other,,0
8607.3000,"Hooks and other coupling devices, buffers, and parts thereof",,0
8607.9100,Of locomotives,,0
8607.9900,Other,,0
8608.0000,"Railway or tramway track fixtures and fittings; mechanical (including electro- mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the foregoing.",,0
8609.0000,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,,10
8701.1010,"Components for the assembly/ manufacture, in any kit form",,30
8701.1090,Other,,30
8701.2110,"Components for the assembly / manufacture of road tractors for semi-trailers (prime movers), in any kit form, of less than 280 HP",,20
8701.2120,Road tractors for semi-trailers (prime movers) less than 280 HP,,20
8701.2130,"Components for the assembly / manufacture of road tractors for semi-trailers (prime movers), in any kit form, of 280 HP and above",,20
8701.2140,Road tractors for semi-trailers (prime movers) of 280 HP and above,,20
8701.2190,Other,,10
8701.2210,"Components for the assembly/manufacture, in any kit form",,20
8701.2290,Other,,10
8701.2310,"Components for the assembly/manufacture, in any kit form",,20
8701.2390,Other,,10
8701.2410,"Components for the assembly/manufacture, in any kit form",,20
8701.2490,Other,,20
8701.2910,"Components for the assembly/manufacture, in any kit form",,20
8701.2990,Other,,10
8701.3010,"Components for the assembly/manufacture, in any kit form",,30
8701.3090,Other,,30
8701.9100,Not exceeding 18 kW,,10
8701.9210,"Components for the assembly / manufacture of agricultural tractors, in any kit form",,15
8701.9290,Other,,10
8701.9310,"Components for the assembly / manufacture of agricultural tractors, in any kit form",,15
8701.9320,"Agricultural Tractors, having an engine capacity exceeding 37 kW but not exceeding 75 kW",,15
8701.9390,Other,,10
8701.9400,Exceeding 75 kW but not exceeding 130 kW,,10
8701.9500,Exceeding 130 kW,,10
8702.1010,"Components for assembly / manufacture of vehicles, in any kit form",,20
8702.1090,Other,,20
8702.2010,"Components for assembly / manufacture of vehicles, in any kit form",,20
8702.2090,Other,,20
8702.3010,"Components for assembly / manufacture of vehicles, in any kit form",,20
8702.3090,Other,,20
8702.4010,"Components for assembly / manufacture of vehicles, in any kit form",,20
8702.4090,Other,,20
8702.9010,"Components for assembly / manufacture of vehicles, in any kit form",,20
8702.9020,"Components for assembly / manufacture of Fully dedicated LNG/ LPG or CNG buses, in any kit form",,20
8702.9030,Fully dedicated LNG buses (CBU),,20
8702.9040,Fully dedicated LPG buses (CBU),,20
8702.9050,Fully dedicated CNG buses (CBU),,20
8702.9090,Other,,20
8703.1000,"Vehicles specially designed for traveling on snow, golf cars and similar vehicles.",,30
8703.2111,"Components for the assembly/ manufacture of vehicles, in any kit form excluding those of headings",,50
8703.2113,and,,8703.2115
8703.2112,"Components for the assembly / manufacture of mini van type vehicles, in any kit form",,50
8703.2114,"Components for the assembly/ manufacture of auto rickshaws, in any kit form",,50
8703.2115,Auto rickshaws (CBU),,50
8703.2119,Other,,50
8703.2191,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading",,55
8703.2193,and,,8703.2195
8703.2192,"Components for the assembly / manufacture of 4x4 vehicles, in any kit form",,55
8703.2194,"Components for the assembly / manufacture of Mini Van, in any kit form",,55
8703.2195,Mini vans (CBU),,55
8703.2199,Other,,55
8703.2210,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading 8703.2240",,60
8703.2220,Vehicles of a cylinder capacity exceeding 1000cc but not exceeding 1300cc,,60
8703.2230,"Components for the assembly / manufacture of mini van, in any kit form",,60
8703.2240,Mini vans (CBU),,60
8703.2250,Components for the assembly / manufacture of sport utility vehicles in any kit form,,60
8703.2260,Sport utility vehicles,,60
8703.2290,Other,,60
8703.2311,"Components for the assembly / manufacture of vehicles, in any kit form",,75
8703.2312,Components for the assembly / manufacture of sport utility vehicles in any kit form,,75
8703.2313,Sport utility vehicles,,75
8703.2319,Other,,75
8703.2321,"Components for the assembly / manufacture of vehicles, in any kit form excluding of heading 8703.2323",,100
8703.2322,"Components for the assembly / manufacture of sport utility vehicles 4X4, in any kit form",,100
8703.2323,Sport utility vehicles (SUVs 4x4),,100
8703.2329,Other,,100
8703.2410,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.2490,Other,,100
8703.3111,"Components for the assembly / manufacture of vehicles, in any kit form",,50
8703.3112,Other,,50
8703.3121,"Components for the assembly / manufacture of vehicles, in any kit form",,55
8703.3129,Other,,55
8703.3131,"Components for the assembly / manufacture of vehicles, in any kit form",,60
8703.3139,Other,,60
8703.3211,"Components for the assembly / manufacture of vehicles, in any kit form",,75
8703.3219,Other,,75
8703.3221,"Components for the assembly/ manufacture of vehicles, in any kit form excluding those of headings 8703.3223, 8703.3225 and 8703.3227",,100
8703.3222,"Components for the assembly / manufacture of sport utility vehicles, in any kit form",,100
8703.3223,Sport utility vehicles (SUVs 4x4),,100
8703.3224,"Components for assembly / manufacture of all terrain vehicles (4x4), in any kit form",,100
8703.3225,All terrain vehicles (4x4),,100
8703.3226,Components for assembly/manufacture of specially designed twin cabin type taxi of sub-heading 8703.3227.,,20
8703.3227,"Specially designed twin cabin type taxi in CBU, build on girder chassis with the following features: (1) Attack resistance central division along with payment tray. (2) Wheel chair compartment with folding ramp (3) Taxi meter and two way radio system (4) Other standard accessories",,20
8703.3229,Other,,100
8703.3310,"Components for the industrial assembly/ manufacture of vehicles, in any kit form",,100
8703.3390,Other,,100
8703.4011,"Components for the assembly / manufacture of vehicles, in any kit form",,50
8703.4019,Other,,50
8703.4021,"Components for the assembly / manufacture of vehicles, in any kit form",,55
8703.4029,Other,,55
8703.4031,"Components for the assembly / manufacture of vehicles, in any kit form",,60
8703.4032,Vehicles of a cylinder capacity exceeding 1000cc but not exceeding 1300cc,,60
8703.4039,Other,,60
8703.4041,"Components for the assembly / manufacture of vehicles, in any kit form",,75
8703.4049,Other,,75
8703.4051,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.4059,Other,,100
8703.4061,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.4069,Other,,100
8703.5011,"Components for the assembly / manufacture of vehicles, in any kit form",,50
8703.5019,Other,,50
8703.5021,"Components for the assembly / manufacture of vehicles, in any kit form",,55
8703.5029,Other,,55
8703.5031,"Components for the assembly / manufacture of vehicles, in any kit form",,60
8703.5039,Other,,60
8703.5041,"Components for the assembly / manufacture of vehicles, in any kit form",,75
8703.5049,Other,,75
8703.5051,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.5059,Other,,100
8703.5061,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.5069,Other,,100
8703.6011,"Components for the assembly / manufacture of vehicles, in any kit form",,50
8703.6019,Other,,50
8703.6021,"Components for the assembly / manufacture of vehicles, in any kit form",,55
8703.6029,Other,,55
8703.6031,"Components for the assembly / manufacture of vehicles, in any kit form",,60
8703.6032,"Vehicles of a cylinder capacity exceeding 1,000cc but not exceeding 1,300cc",,60
8703.6039,Other,,60
8703.6041,"Components for the assembly / manufacture of vehicles, in any kit form",,75
8703.6049,Other,,75
8703.6051,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.6059,Other,,100
8703.6061,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.6069,Other,,100
8703.7011,"Components for the assembly / manufacture of vehicles, in any kit form",,50
8703.7019,Other,,50
8703.7021,"Components for the assembly / manufacture of vehicles, in any kit form",,55
8703.7029,Other,,55
8703.7031,"Components for the assembly / manufacture of vehicles, in any kit form",,60
8703.7039,Other,,60
8703.7041,"Components for the assembly / manufacture of vehicles, in any kit form",,75
8703.7049,Other,,75
8703.7051,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.7059,Other,,100
8703.7061,"Components for the assembly / manufacture of vehicles, in any kit form",,100
8703.7069,Other,,100
8703.8010,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading 8703.8030",,50
8703.8020,"Components for the assembly / manufacture of electric auto rickshaw, in any kit form",,50
8703.8030,Electric auto rickshaw (CBU),,50
8703.8090,Other,,50
8703.9000,Other,,100
8704.1010,Components for assembly/ manufacture of Dump trucks designed for off-highway use,,30
8704.1090,Other,,30
8704.2110,"Components for the assembly / manufacture of vehicles, in any kit form",,60
8704.2211,"Components for the assembly / manufacture of vehicles, in any kit form",,30
8704.2212,CBU 2 axle,,30
8704.2213,CBU above 2 axle,,20
8704.2219,Other,,30
8704.2291,"Components for the assembly / manufacture of vehicles, in any kit form",,30
8704.2292,CBU 2 axle,,30
8704.2293,CBU above 2 axle,,20
8704.2310,"Components for the assembly / manufacture of vehicles, in any kit form",,30
8704.2320,CBU 2 axle,,30
8704.2330,CBU above 2 axle,,20
8704.2390,Other,,30
8704.3110,"Components for the assembly / manufacture, in any kit form excluding those of heading 8704.3130 and 8704.3150",,60
8704.3120,"Components for the assembly / manufacture of mini cargo van, in any kit form",,60
8704.3140,"Components for the assembly / manufacture of 3 wheeler cargo loader, in any kit form",,50
8704.3190,Other,,60
8704.3210,Components for assembly/ manufacture of vehicles in any kit form,,30
8704.3220,CBU 2 axle,,30
8704.3230,CBU above 2 axle,,20
8704.3290,Other,,30
8704.4100,g.v.w. not exceeding 5 tonnes,,30
8704.4200,g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,30
8704.4300,g.v.w. exceeding 20 tonnes,,30
8704.5100,g.v.w. not exceeding 5 tonnes,,30
8704.5200,g.v.w. exceeding 5 tonnes,,30
8704.6010,"Components for the assembly / manufacture of vehicles, in any kit form excluding those of heading 8704.6030",,30
8704.6020,"Components for the assembly / manufacture of Electric trucks, in any kit form",,30
8704.6030,Electric trucks (CBU),,30
8704.6090,Other,,30
8704.9000,Other,,30
8705.1000,Crane lorries,,30
8705.2000,Mobile drilling derricks,,30
8705.3000,Fire fighting vehicles,,30
8705.4000,Concrete- mixer lorries,,30
8705.9000,Other,,30
8706.0000,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,50
8707.1000,For vehicles of heading 87.03,,50
8707.9010,For vehicles of headings 8704.2190 and 8704.3190,,50
8707.9090,Other,,50
8708.1010,"(1) Bumpers (sheet metal) for vehicles of sub - heading 8701.2020, 8701.2090, and 8701.2040 (2) Bumper (sheet metal type) and parts thereof for vehicles of sub - headings 8704.2219, 8704.2299 and 8704.2390",,35
8708.1020,"(1) Following components for vehicles of heading 87.03 (i) Front and Rear Bumper and parts thereof (ii) Member/reinforcement for bumpers (iii) Side supports / stay/ bracket for bumpers (2) Front bumper and parts thereof for vehicles of sub – headings 8704.2190, 8704.3130, 8704.3150 and 8704.3190",,35
8708.1090,Other,,35
8708.2110,"For vehicles of heading 87.03 and vehicles of subheadings 8704.2190, 8704.3130 and 8704.3190",,35
8708.2120,"For vehicles of heading 87.02 and sub-headings 8701.2020, 8701.2090, 8701.2040, 8704.2219, 8704.2299 and 8704.2390",,35
8708.2190,Other,,35
8708.2200,"Front windscreens (windshields), rear windows and other windows specified in Subheading Note 1 to this Chapter",,35
8708.2911,"(A) Following components for vehicles of sub-heading 8701.2020, 8701.2090 and 8701.2040 (1) Battery carrier assembly and parts thereof (2) Cabin tilt stay stopper assembly (3) Cross members for frame (4) Floor mat assembly set (5) Foot steps for cabin entry (6) For 4x2 vehicles: Brackets for shock absorber mounting; Brackets for mounting engine (casting and sheet metal type) ; Brackets for exhaust pipe; Brackets / support for air and vacuum tank ; Brackets for mounting pedal set ; Brackets assembly for leaf spring assembly (casting) ; Brackets for air cleaner (7) Frame assembly (8) Gussets / stiffeners for frame (9) Licence plate assembly and parts thereof (10) Long members for frame (4x2 vehicles only) (11) Mounting support for spare wheel carrier (12) Rear body trim (13) Rear member assembly for cabin mounting (14) Shroud for fan (15) Sun visor (B) Following components for agricultural tractors of sub- headings 8701.9220 and 8701.9320 (1) Battery box assembly and parts thereof (2) Body shield / guard PTO (3) Cowl radiator assembly and parts thereof (4) Fan shroud assembly and parts thereof (5) Fender assemblies and parts thereof (6) Filler neck for lubricating oil (7) Flaps for front hood (8) Foot rest (9) Foot step / foot board assemblies and parts there of (10) Grill assembly / hood cowling assembly and parts thereof (11) Guard / protector for PTO (12) Heat shields (13) Hood assembly and parts thereof (14) Instrument panels (15) Seat support assembly and parts thereof (16)Side channels (17) Side grill (18) Support for front throttle (19) Warning indicator housing",,35
8708.2919,Other,,35
8708.2920,Following components for vehicles of heading 87.02 : (1)Battery carrier assembly and parts thereof (2) Cross members for frame (3) Engine hood and parts thereof (4) Floor assembly and parts thereof (5) Frame assembly (6) Gussets / stiffeners for frame (7) Licence plate assembly (8) Long members for frame (for buses exceeding seating capacity for 35 persons) (9) Outrigger and meter penal for installing instruments (sheet metal) (10) Roof assembly and parts thereof (11) Shroud for fan (12) Side body assembly and parts thereof,,35
8708.2931,"(A) Following components for motor cars of heading 87.03 (1) Air outlet assembly (2) Anchor for spare tyre and parts thereof (3) Apron assembly for front fender and parts thereof (4) Arm rest for door trims (5) Ash trays and parts thereof (6) Battery trays, clamps, bands and parts thereof (7) Bezels for inside door handles (8) Bottom channel for holding window glass (9) Bracket rear suspension (10) Compartments for floor, rear floor sides, plates side sills for floor, side lockers for floor (11) Console box assembly and parts thereof (12) Cover assembly for spare wheel and parts thereof (hard board type) (13) Cover Fuel pipe (14) Cross member assemblies for floors and parts thereof (15) Cross member for roof (16) Cross member/ member front lower, front hood (for vehicles up to 1200cc) (17) Door assemblies complete (for vehicles not exceeding 800cc) (18) Door checker/ stopper assemblies and parts thereof (19) Door gussets (20) Door handles inside and parts thereof (21) Door handles outside and parts thereof (22) Door seals for service holes (PE Sheet type) (23) Engine compartment assembly (complete) (24) Engine under covers (dust/ mud/ splash protectors) (25) Extensions for rear floor cross members (26) Floor assemblies ( complete) (27) Fresh air control assembly (for vehicles not exceeding 800cc) (28) Front floor panels (for vehicles not exceeding1200cc) (29) Front hood assembly (complete) (30) Front radiator grill (non plated) and parts thereof (31) Garnishes and trims (inner/ outer) other than chrome plated (32) Handles window regulator and parts thereof (33) Heat insulators/ baffles for floor insulation from exhaust pipe (34) Heating/demisting/ventilation/ defrosting air ducts and nozzles (35) Housing/ box fuel Inlet (36) Inner panel for windshield header/ rail roof / frame roof assembly (front/ rear) and parts thereof (37) Inner Panels for quarter window (38) Inner pillars/ reinforcements for side body (39) Instrument panel complete excluding foamed (40) Linings/ guards for fender and wheel housing (41) Link rods for activating door latches (42) Lower cross member for dash panel and parts thereof (for vehicles not exceeding 1200cc) (43) Luggage door and parts thereof (hatch back type) (for vehicles not exceeding 800cc) (44) Member assembly front side with or without apron and parts thereof (for vehicles not exceeding 800cc) (45) Member cowl and parts thereof (46) Member for engine mounting (for vehicles not exceeding 800cc) (47) Member steering support and parts thereof (48) Member tail end (for vehicles not exceeding 800cc) (49) Package tray trim/ trim partition (50) Pan rear floor and parts thereof (for vehicles not exceeding 1200cc) (51) Panel assembly for head lamp support/ mounting and parts thereof (52) Panel assembly for rear combination lamp mounting and parts thereof (53) Panel complete rear skirt and parts thereof (54) Panel dash ( sheet metal) (for vehicles not exceeding 1200cc) (55) Panel dash side (for vehicles not exceeding 1200cc) (56) Panel front fenders (for vehicles not exceeding 1200cc) (57) Panel grill lower (for vehicles not exceeding 800cc) (58) Panel hood assembly and parts thereof (for vehicles not exceeding 1200cc) (59) Panel/ Trim assembly for doors and parts thereof except retainers/ clips (60) Panels rear wheel housing inner) and parts thereof (for vehicles not exceeding 1200cc) (61) Panels door Inner and outer (sheet Metal) front, rear and back (for vehicles not exceeding 800cc) (62) Panels for cowl and parts thereof, (for vehicles not exceeding 1200cc) (63) Panels for partition and support to package tray trim / and parts thereof (64) Panels rear wheel housing inner and outer) and parts thereof (for vehicles not exceeding 800cc) (65) Panels side body (for vehicles not exceeding 800cc) (66) Parts of instrument panel other than those classifiable under chapter 90 (excluding foamed parts and registers/ louvers) (67) Protective moldings for doors (68) Rails for center roof and reinforcements, assemblies and parts thereof (69) Rails for roof side and reinforcements, assemblies and parts thereof (for vehicles upto 1200cc) (70) Reinforcement radiator grill (71) Reinforcements for center floor cross members (72) Reinforcements for strikers and hinges (73) Rod/stay/prop for hood support assembly and parts thereof (74) Roof head lining (except those meant for sunroof) (75) Roof panel complete (for vehicles not exceeding 800cc) (76) Shroud for fan (77) Side body assembly ( complete) (78) Side member assemblies for rear floors and parts thereof (79) Side members/ reinforcement for main floor and parts thereof (80) Side sill panel assemblies for main floor, and parts thereof (81) Silencer/ insulation sheets inner) for dash panel (82) Sound deadening/ insulation/ silencer sheets for floor (83) Strikers for rear seat holding (84) Sun Visor (85) Torsion bars for hinges of luggage compartment (86) Trim door opening (87) Upper front member for hood latch (for vehicles not exceeding 1200cc) (88) Upper rail/member/frame for back window assembly and parts thereof (89) Wheel housing mudguards/ mud flaps (B)Following components for vehicles of sub-heading 8703.2113, 8703.2195, 8703.2240 (1) Anchor for spare tyre and parts thereof (2) Ash trays and parts thereof (3) Battery trays, clamps, bands, box and parts thereof (4) Bottom channel for holding window glass (5) Bracket/ reinforcement/ hangers for suspension (6) Brackets for seat belts (7) Case/ bazel for inside door handles (8) Chassis and parts thereof (9) Cross member assemblies for floor and parts thereof (10) Door assemblies (except front door) (11) Door seals for service holes(PE sheet type) (12) Emblems (13) Engine under cover(dust, mud, splash protectors) (14) Floor assemblies (15) Floor mats (16) Frame floor side (17) Frame for front suspension (18) Frame roof front/ plate side and parts thereof (19) Front body (20) Front floor panels and parts thereof (21) Garnish head lamp and centre (22) Garnish, side defroster cover, Control lever (23) Handles, inside pull and parts thereof, except sliding door handles (24) Handles, outside and parts thereof, except sliding door handles (25) Handles, window regulator and parts thereof (26) Inner pillars/ reinforcements for side body (27) Inner/ outer panel for rear quarter (28) Instrument panel complete, excluding foamed (29) Knob door inside lock (30) Link rods for activating door latches (31) Member floor side (32) Member for engine room (33) Pan rear floor and parts thereof (34) Panel engine room (35) Panel/ trim assembly for doors and parts thereof except retainers/ clips (36) Panels for rear wheel housing (inner) and parts thereof (37) Parts of instrument panel other than those classifiable under Chapter 90( excluding foamed parts and lid glove box) (38) Pillar front outer (39) Reinforcements floor side (40) Retainer licence plate (41) Service lid, rear floor (42) Shroud for fan (43) Shut stop for center door (44) Side body assembly (45) Side member assemblies for floor and parts thereof (46) Side sills, front and centre (inner) (47) Sill rear side inner (48) Splash plate for radiator (49) Sun visor (50) Trim rail roof (51) Wheel housing mud guards/ mud flaps (C) Following components for vehicles of sub- heading 8703.2193 (1) Bar for side window (2) Battery trays, clamps, bands and parts thereof (3) Bezels for inside door handles (4) Bracket rear licence plate (5) Carrier for spare tyre and parts thereof (6) Cover assembly for spare wheel (7) Door handles inside/pull and parts thereof (8) Door handles outside and parts thereof (9) Door seals for service holes (PE Sheet type) (10) Duct ventilator/hose defroster (11) Emblems/Stickers (12) Floor mat (plastic) (13) Garnish head lamp (14) Handles window regulator and parts thereof (15) Head lamp support (16) Knob for door lock (17) Mud flaps (18) Panel/ Trim assembly for doors and parts thereof except retainers/ clips (19) Rod/stay/prop hood support assembly and parts thereof (20) Service lid rear floor (21) Sound deadning/ insulation/ silencer sheets for floor (22) Stay for radiator support (23) Stay hood lock opener (24) Sun Visor (D) Following components for SUV vehicles of heading 87.03: (1) Battery tray assembly and parts thereof (2) Cross member (rear) (3) Door checkers (4) Door handle outside (5) Door handles (inner / outer) (6) Door seals (PE sheet type) (7) Dust cover assembly and parts thereof, for gear change / control lever (8) End plate (9) Filler neck assembly (10) Floor mat assemblies (11) Front grill / radiator grill (12) Gear box cover assembly for dust / mud protection (13) Gusset plates for engine compartment (14) Heat insulators (15) Heat protector for exhaust manifold (16) Hood cover / soft top (17) Hood sticks (18) Lining for roof (19) Mud covers for engine (20) Mudguard / mud flaps (21) Opener filler lid (22) Pad for Roof Headlining (23) Plastic linings for wheel housing / fender (24) Plate assembly for hand brake mounting (25) Plate holder set for mounting cable for hood opening (26) Reinforcement for bumpers (27) Reinforcements for front floor (28) Reinforcements for roof (sheet metal) (29) Reinforcements for seat belts (30) Reinforcements for storage box / jack box (31) Rod/prop for hood support and parts thereof (32) Side body gussets (33) Side plates for floor (34) Side sills for floor (35) Sound deadening / silencer sheet (36) Stay for fan shroud (37) Stay for radiator (38) Step assembly rear and mounting brackets (39) Sun visor (40) Windshield header panel / Rail (E) Parts and accessories of bodies (including cabs) for vehicles of sub - heading 8703.2115 and 8703.8030 (F) Following components for vehicles of sub - heading 8703.3225 (1) Air intake grills for fenders / side grill (2) Bonnet buffer and wind screen staples (3) Centre facia consol assembly (central part of instrument panel) and parts thereof (4) Channels for body drain (5) Check link cover (strap) for internal door hinge (6) Cubby box (Console Tunnel base) (7) Door glass holding channel (8) Door Trim (Casing) (9) Emblems (10) Escutcheon (Bazel) for window regulator (11) Escutcheon for sill for lock control (12) Floor mats (13) Gear box tunnel pad (insulation) (14) Handles for tail doors (15) Handles for window regulators (16) Header rails and parts thereof (17) Hood cover (soft top tarpauline) (18) Hood sticks and parts thereof for soft top mounting (19) Inside handles for doors (20) Lamp guards (21) Lid assembly for locker / storage and parts thereof (22) Locking angle for locker / storage lids (23) Plate assembly for hand brake mounting (24) Radiator grill assembly and parts thereof (25) Rear curtain rod and clamp (26) Rear mud flaps (27) Roll over bar assembly and parts thereof (28) Shedder assembly (PE plastic sheet type) for door insulation (29) Side running board (30) Step assemblies and parts thereof (31) Sunvisors",,35
8708.2932,(A) Following components for motor cars of sub heading 8703.2119 and 8703.3112: (1) Sash front door rear R/L (excl. door windows) (2) Sash rear door center (excl. door windows) (B) Following components for motor cars: (1) Knuckle steering (2) Water pump (3) Fuel filter (4) Seat recliner (5) Air cleaner assembly (6)Steering (Manual) (7) Engines (8) Transmissions (Manual),,35
8708.2939,Other,,35
